Sort,Isolate Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Genome coverage,Genome composition,Host Source
10307,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Sugarcane yellow leaf virus,E,sugarcane yellow leaf virus,ScYLV,USA:Florida strainA,AF157029,Complete genome,ssRNA(+),plants
10308,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Tobacco vein distorting virus,E,tobacco vein distorting virus,TVDV,China:Yunnan Longlin,EF529624,Complete genome,ssRNA(+),plants
10309,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Turnip yellows virus,E,turnip yellows virus,TuYV,France:FL1,X13063,Complete genome,ssRNA(+),plants
10310,2,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Polerovirus,NA,Turnip yellows virus,A,brassica yellows virus,BrYV,China:Bejing ABJ,HQ388348,Complete genome,ssRNA(+),plants
10311,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Sobemovirus,NA,Artemisia virus A,E,Artemisia virus A,ArtVA,Switzerland:Valais Conthey,JN620802,Complete genome,ssRNA(+),plants
10312,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Sobemovirus,NA,Blueberry shoestring virus,E,blueberry shoestring virus,BSSV,USA:Michigan,LC081344,Complete genome,ssRNA(+),plants
10313,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Sobemovirus,NA,Cocksfoot mottle virus,E,cocksfoot mottle virus,CfMV,Norway:clone9-2,Z48630,Complete genome,ssRNA(+),plants
10314,2,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Sobemovirus,NA,Cocksfoot mottle virus,A,cocksfoot mottle virus,CfMV,Norway:clone9-2-2,DQ680848,Complete genome,ssRNA(+),plants
10315,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Sobemovirus,NA,Cymbidium chlorotic mosaic virus,E,Cymbidium chlorotic mosaic virus,CyCMV,Japan:Cym92-20,LC019764,Complete genome,ssRNA(+),plants
10316,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Sobemovirus,NA,Imperata yellow mottle virus,E,Imperata yellow mottle virus,IYMV,Burkina Faso,AM990928,Complete genome,ssRNA(+),plants
10317,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Sobemovirus,NA,Lucerne transient streak virus,E,lucerne transient streak virus,LTSV,Canada:Ontario ATCC PV-454,JQ782213,Complete genome,ssRNA(+),plants
10318,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Sobemovirus,NA,Papaya lethal yellowing virus,E,papaya lethal yellowing virus,PLYV,Brazil: 26,JX123318,Complete genome,ssRNA(+),plants
10319,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Sobemovirus,NA,Physalis rugose mosaic virus,E,Physalis rugose mosaic virus,PhyRMV,Brazil:Piracicaba,MK681145,Complete genome,ssRNA(+),plants
10320,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Sobemovirus,NA,Rice yellow mottle virus,E,rice yellow mottle virus,RYMV,Ivory Coast:CI4,AJ608206,Complete genome,ssRNA(+),plants
10321,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Sobemovirus,NA,Rottboellia yellow mottle virus,E,Rottboellia yellow mottle virus,RoMoV,Nigeria: DMSZ PV-0496,KC577469,Complete genome,ssRNA(+),plants
10322,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Sobemovirus,NA,Ryegrass mottle virus,E,ryegrass mottle virus,RGMoV,Japan: MAFF 307043,EF091714,Complete genome,ssRNA(+),plants
10323,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Sobemovirus,NA,Sesbania mosaic virus,E,Sesbania mosaic virus,SeMV,India:Tirupati,AY004291,Complete genome,ssRNA(+),plants
10324,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Sobemovirus,NA,Sobemovirus smamv,E,snake melon asteroid mosaic virus,Sudan:Su95-67SMAMV,NA,MT989351,Complete genome,ssRNA(+),plants
10325,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Sobemovirus,NA,Solanum nodiflorum mottle virus,E,Solanum nodiflorum mottle virus,SNMoV,Australia: ATCC PV-491,KC577470,Complete genome,ssRNA(+),plants
10326,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Sobemovirus,NA,Southern bean mosaic virus,E,southern bean mosaic virus,SBMV,Brazil:Sao Paolo,DQ875594,Complete genome,ssRNA(+),plants
10327,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Sobemovirus,NA,Southern cowpea mosaic virus,E,southern cowpea mosaic virus,SCPMV,USA:Wisconsin,M23021,Complete genome,ssRNA(+),plants
10328,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Sobemovirus,NA,Sowbane mosaic virus,E,sowbane mosaic virus,SoMV,Scotland: SRI collection Rubus,AM940437,Complete genome,ssRNA(+),plants
10329,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Sobemovirus,NA,Soybean yellow common mosaic virus,E,soybean yellow common mosaic virus,SYCMV,South Korea:Eumseong,JF495127,Complete genome,ssRNA(+),plants
10330,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Sobemovirus,NA,Subterranean clover mottle virus,E,subterranean clover mottle virus,SCMoV,Australia: p23,AF208001,Complete genome,ssRNA(+),plants
10331,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Sobemovirus,NA,Turnip rosette virus,E,turnip rosette virus,TRoV,UK:TRoV-1,KC778720,Complete genome,ssRNA(+),plants
10332,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,Sobemovirus,NA,Velvet tobacco mottle virus,E,velvet tobacco mottle virus,VTMoV,Australia:K1,HM754263,Complete genome,ssRNA(+),plants
10333,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,NA,NA,Barley yellow dwarf virus GPV,E,barley yellow dwarf virus-GPV,BYDV-GPV,China,FM865413,Complete genome,ssRNA(+),plants
10334,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,NA,NA,Barley yellow dwarf virus SGV,E,barley yellow dwarf virus-SGV,BYDV-SGV,USA,AY541039,Partial genome,ssRNA(+),plants
10335,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,NA,NA,Chickpea stunt disease associated virus,E,chickpea stunt disease associated virus,CpSDaV,India:Hyderabad IC,Y11530,Partial genome,ssRNA(+),plants
10336,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,NA,NA,Groundnut rosette assistor virus,E,groundnut rosette assistor virus,GRAV,Kenya: Siaya SC7.1,MN600000,Complete genome,ssRNA(+),plants
10337,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,NA,NA,Indonesian soybean dwarf virus,E,Indonesian soybean dwarf virus,ISDV,Thailand:Phitsanulok,NA,No entry in Genbank,ssRNA(+),plants
10338,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,NA,NA,Sweet potato leaf speckling virus,E,sweet potato leaf speckling virus,SPLSV,Peru,DQ655700,Partial genome,ssRNA(+),plants
10339,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Pisoniviricetes,NA,Sobelivirales,NA,Solemoviridae,NA,NA,NA,Tobacco necrotic dwarf virus,E,tobacco necrotic dwarf virus,TNDV,Japan,NA,No entry in Genbank,ssRNA(+),plants
10340,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Arepavirus,NA,Areca palm necrotic ringspot virus,E,areca palm necrotic ringspot virus,ANRSV,XC1,MH395371,Complete genome,ssRNA(+),plants
10341,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Arepavirus,NA,Areca palm necrotic spindle-spot virus,E,areca palm necrotic spindle‑spot virus,ANSSV,HNBT,MH330686,Complete genome,ssRNA(+),plants
10342,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Bevemovirus,NA,Bellflower veinal mottle virus,E,bellflower veinal mottle virus,BVMoV,SW,KY491536,Complete genome,ssRNA(+),plants
10343,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Brambyvirus,NA,Blackberry virus Y,E,blackberry virus Y,BlVY,Ark3,AY994084,Complete genome,ssRNA(+),plants
10344,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Bymovirus,NA,Barley mild mosaic virus,E,barley mild mosaic virus,BaMMV,UK-F,RNA1: Y10973; RNA2: X90904,Complete genome,ssRNA(+),plants
10345,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Bymovirus,NA,Barley yellow mosaic virus,E,barley yellow mosaic virus,BaYMV,Yancheng,RNA1: AJ132268; RNA2: AJ132269,Complete genome,ssRNA(+),plants
10346,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Bymovirus,NA,Oat mosaic virus,E,oat mosaic virus,OMV,Cranbrook,RNA1: AJ306718; RNA2: AJ306719,Complete genome,ssRNA(+),plants
10347,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Bymovirus,NA,Rice necrosis mosaic virus,E,rice necrosis mosaic virus,RNMV,Ka-1,RNA1: LC055681; RNA2: LC060925,Complete genome,ssRNA(+),plants
10348,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Bymovirus,NA,Wheat spindle streak mosaic virus,E,wheat spindle streak mosaic virus,WSSMV,South,MH645040,Complete genome,ssRNA(+),plants
10349,2,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Bymovirus,NA,Wheat spindle streak mosaic virus,A,wheat spindle streak mosaic virus,WSSMV,FR,X73883,Partial genome,ssRNA(+),plants
10350,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Bymovirus,NA,Wheat yellow mosaic virus,E,wheat yellow mosaic virus,WYMV,JA,RNA1: D86634; RNA2: D86635,Complete genome,ssRNA(+),plants
10351,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Celavirus,NA,Celery latent virus,E,celery latent virus,CeLV,Ag097,MH932227,Complete genome,ssRNA(+),plants
10352,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Ipomovirus,NA,Cassava brown streak virus,E,cassava brown streak virus,CBSV,KOR6,GU563327,Complete genome,ssRNA(+),plants
10353,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Ipomovirus,NA,Coccinia mottle virus,E,Coccinia mottle virus,CocMoV,Su12-25,KU935732,Complete genome,ssRNA(+),plants
10354,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Ipomovirus,NA,Cucumber vein yellowing virus,E,cucumber vein yellowing virus,CVYV,ALM32,AY578085,Complete genome,ssRNA(+),plants
10355,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Ipomovirus,NA,Squash vein yellowing virus,E,squash vein yellowing virus,SqVYV,FL,EU259611,Complete genome,ssRNA(+),plants
10356,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Ipomovirus,NA,Sweet potato mild mottle virus,E,sweet potato mild mottle virus,SPMMV,EA,Z73124,Complete coding genome,ssRNA(+),plants
10357,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Ipomovirus,NA,Tomato mild mottle virus,E,tomato mild mottle virus,TMMoV,Ethiopia,HE600072,Complete genome,ssRNA(+),plants
10358,2,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Ipomovirus,NA,Tomato mild mottle virus,A,eggplant mild leaf mottle virus,EMLMV,Israel,HQ840786,Complete genome,ssRNA(+),plants
10359,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Ipomovirus,NA,Ugandan cassava brown streak virus,E,Ugandan cassava brown streak virus,UCBSV,UG,HM181930,Complete genome,ssRNA(+),plants
10360,2,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Ipomovirus,NA,Ugandan cassava brown streak virus,A,Ugandan cassava brown streak virus,UCBSV,UG,FJ185044,Complete genome,ssRNA(+),plants
10361,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Macluravirus,NA,Alpinia mosaic virus,E,Alpinia mosaic virus,AlpMV,TW,AF499025,Partial genome,ssRNA(+),plants
10362,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Macluravirus,NA,Alpinia oxyphylla mosaic virus,E,Alpinia oxyphylla mosaic virus,AloMV,Alpo,MG978107,Complete genome,ssRNA(+),plants
10363,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Macluravirus,NA,Artichoke latent virus,E,artichoke latent virus,ArLV,FR37,KP405232,Complete genome,ssRNA(+),plants
10364,2,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Macluravirus,NA,Artichoke latent virus,A,Ranunculus latent virus,RanLV,RN128,DQ152193,Partial genome,ssRNA(+),plants
10365,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Macluravirus,NA,Broad-leafed dock virus A,E,broad-leafed dock virus A,BDVA,ab032 Auckland,KU053507,Complete genome,ssRNA(+),plants
10366,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Macluravirus,NA,Cardamom mosaic virus,E,cardamom mosaic virus,CdMV,KS,MF622947,Complete genome,ssRNA(+),plants
10367,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Macluravirus,NA,Chinese yam necrotic mosaic virus,E,Chinese yam necrotic mosaic virus,CYNMV,PES3,AB710145,Complete genome,ssRNA(+),plants
10368,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Macluravirus,NA,Maclura mosaic virus,E,Maclura mosaic virus,MacMV,UK,U58771,Partial genome,ssRNA(+),plants
10369,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Macluravirus,NA,Narcissus latent virus,E,Narcissus latent virus,NLV,NZ,DQ450199,Partial genome,ssRNA(+),plants
10370,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Macluravirus,NA,Yam chlorotic mosaic virus,E,yam chlorotic mosaic virus,YCMV,YS,KT724961,Complete genome,ssRNA(+),plants
10371,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Macluravirus,NA,Yam chlorotic necrosis virus,E,yam chlorotic necrosis virus,YCNV,Y-Jish,MG755240,Complete genome,ssRNA(+),plants
10372,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Poacevirus,NA,Caladenia virus A,E,Caladenia virus A,CalVA,KP1,JX156425,Complete genome,ssRNA(+),plants
10373,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Poacevirus,NA,Sugarcane streak mosaic virus,E,sugarcane streak mosaic virus,SCSMV,PAK,GQ388116,Complete genome,ssRNA(+),plants
10374,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Poacevirus,NA,Triticum mosaic virus,E,Triticum mosaic virus,TriMV,U06-123,FJ263671,Complete genome,ssRNA(+),plants
10375,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,African eggplant mosaic virus,E,African eggplant mosaic virus,AEMV,2013-281,MF997470,Complete genome,ssRNA(+),plants
10376,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Algerian watermelon mosaic virus,E,Algerian watermelon mosaic virus,AWMV,H4,EU410442,Complete genome,ssRNA(+),plants
10377,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Alstroemeria mosaic virus,E,Alstroemeria mosaic virus,AlMV,O1,AB158522,Partial genome,ssRNA(+),plants
10378,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Alternanthera mild mosaic virus,E,Alternanthera mild mosaic virus,AltMMV,BR,EF442668,Partial genome,ssRNA(+),plants
10379,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Amaranthus leaf mottle virus,E,Amaranthus leaf mottle virus,AmLMV,I,AJ580095,Partial genome,ssRNA(+),plants
10380,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Amazon lily mosaic virus,E,Amazon lily mosaic virus,ALiMV,JP,AB158523,Partial genome,ssRNA(+),plants
10381,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Angelica virus Y,E,Angelica virus Y,AVY,g,EF488741,Partial genome,ssRNA(+),plants
10382,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Apium virus Y,E,Apium virus Y,ApVY,Ce,HM363516,Complete genome,ssRNA(+),plants
10383,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Araujia mosaic virus,E,Araujia mosaic virus,ArjMV,ARG1973,EF710625,Partial genome,ssRNA(+),plants
10384,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Arracacha mottle virus,E,Arracacha mottle virus,AMoV,C-17,DQ925486,Complete genome,ssRNA(+),plants
10385,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Asparagus virus 1,E,asparagus virus 1,AV1,DSMZ PV-0954,KJ830760,Complete genome,ssRNA(+),plants
10386,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Banana bract mosaic virus,E,banana bract mosaic virus,BBrMV,PH,DQ851496,Complete genome,ssRNA(+),plants
10387,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Barbacena virus Y,E,Barbacena virus Y,BarVY,KLL097,KU685505,Complete genome,ssRNA(+),plants
10388,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Basella rugose mosaic virus,E,Basella rugose mosaic virus,BaRMV,AC,DQ821938,Complete genome,ssRNA(+),plants
10389,2,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Basella rugose mosaic virus,A,peace lily mosaic virus,PcLMV,Haiphong,DQ851494,Complete genome,ssRNA(+),plants
10390,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Bean common mosaic necrosis virus,E,bean common mosaic necrosis virus,BCMNV,NL-3,U19287,Complete coding genome,ssRNA(+),plants
10391,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Bean common mosaic virus,E,bean common mosaic virus,BCMV,R,AJ312437,Complete genome,ssRNA(+),plants
10392,2,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Bean common mosaic virus,A,peanut stripe virus,PStV,blotch,U34972,Complete genome,ssRNA(+),plants
10393,3,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Bean common mosaic virus,A,bean common mosaic virus,BCMV,NL1,AY112735,Complete genome,ssRNA(+),plants
10394,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Bean yellow mosaic virus,E,bean yellow mosaic virus,BYMV,MB4,D83749,Complete genome,ssRNA(+),plants
10395,2,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Bean yellow mosaic virus,A,white lupin mosaic virus,WhLMV,W,DQ641248,Complete genome,ssRNA(+),plants
10396,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Beet mosaic virus,E,beet mosaic virus,BtMV,Wa,AY206394,Complete genome,ssRNA(+),plants
10397,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Begonia flower breaking virus,E,Begonia flower breaking virus,BFBV,YN-Tiger,MN592680,Complete genome,ssRNA(+),plants
10398,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Bidens mosaic virus,E,Bidens mosaic virus,BiMV,SP01,KF649336,Complete genome,ssRNA(+),plants
10399,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Bidens mottle virus,E,Bidens mottle virus,BiMoV,SF-1,AF538686,Complete genome,ssRNA(+),plants
10400,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Blue squill virus A,E,blue squill virus A,BSVA,SW3,JQ807999,Complete genome,ssRNA(+),plants
10401,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Brugmansia mosaic virus,E,Brugmansia mosaic virus,BruMV,SK,JX867236,Complete genome,ssRNA(+),plants
10402,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Brugmansia suaveolens mottle virus,E,Brugmansia suaveolens mottle virus,BsMoV,Bs-Campinas,AB551370,Complete genome,ssRNA(+),plants
10403,1,Riboviria,NA,Orthornavirae,NA,Pisuviricota,NA,Stelpaviricetes,NA,Patatavirales,NA,Potyviridae,NA,Potyvirus,NA,Butterfly flower mosaic virus,E,butterfly flower mosaic virus,BFMV,Hangzhou,AM774001,Partial genome,ssRNA(+),plants
